Data length, Time, Total bytes, Data rate, Errors
14000, 0.862, 59793, 69365.430, 0
14000, 0.952, 59793, 62807.773, 0
14000, 1.688, 59793, 35422.395, 0
14000, 1.752, 59793, 34128.426, 0
14000, 1.777, 59793, 33648.285, 0
14000, 1.336, 59793, 44755.242, 0
14000, 1.710, 59793, 34966.664, 0
14000, 1.813, 59793, 32980.145, 0
14000, 0.929, 59793, 64362.754, 0
14000, 1.723, 59793, 34702.844, 0
14000, 0.845, 59793, 70760.945, 0
14000, 1.633, 59793, 36615.430, 0
14000, 0.870, 59793, 68727.586, 0
14000, 1.741, 59793, 34344.055, 0
14000, 1.532, 59793, 39029.375, 0
14000, 0.584, 59793, 102385.273, 0
14000, 1.350, 59793, 44291.109, 0
14000, 1.694, 59793, 35296.930, 0
15000, 1.411, 59793, 42376.328, 0
15000, 0.857, 59793, 69770.125, 0
15000, 1.371, 59793, 43612.691, 0
15000, 0.808, 59793, 74001.234, 0
15000, 1.443, 59793, 41436.590, 0
15000, 1.479, 59793, 40427.992, 0
15000, 1.344, 59793, 44488.840, 0
15000, 1.382, 59793, 43265.559, 0
15000, 0.906, 59793, 65996.688, 0
15000, 1.423, 59793, 42018.977, 0
15000, 1.371, 59793, 43612.691, 0
15000, 1.400, 59793, 42709.285, 0
15000, 0.873, 59793, 68491.406, 0
15000, 1.388, 59793, 43078.531, 0
15000, 1.427, 59793, 41901.191, 0
15000, 1.407, 59793, 42496.805, 0
15000, 0.799, 59793, 74834.789, 0
15000, 1.344, 59793, 44488.840, 0
15000, 1.282, 59793, 46640.406, 0
15000, 1.008, 59793, 59318.453, 0
16000, 1.815, 59793, 32943.801, 0
16000, 1.079, 59793, 55415.199, 0
16000, 1.367, 59793, 43740.309, 0
16000, 1.527, 59793, 39157.172, 0
16000, 1.414, 59793, 42286.422, 0
16000, 1.395, 59793, 42862.367, 0
16000, 0.915, 59793, 65347.539, 0
16000, 1.380, 59793, 43328.262, 0
16000, 0.989, 59793, 60458.035, 0
16000, 1.332, 59793, 44889.641, 0
16000, 0.837, 59793, 71437.273, 0
16000, 1.454, 59793, 41123.109, 0
16000, 1.386, 59793, 43140.691, 0
16000, 1.412, 59793, 42346.320, 0
16000, 0.833, 59793, 71780.312, 0
16000, 1.504, 59793, 39755.984, 0
16000, 1.425, 59793, 41960.000, 0
16000, 1.354, 59793, 44160.266, 0
16000, 0.824, 59793, 72564.320, 0
16000, 1.403, 59793, 42617.961, 0
17000, 1.363, 59793, 43868.672, 0
17000, 1.333, 59793, 44855.965, 0
17000, 0.797, 59793, 75022.586, 0
17000, 1.323, 59793, 45195.012, 0
17000, 0.973, 59793, 61452.211, 0
17000, 1.432, 59793, 41754.887, 0
17000, 0.843, 59793, 70928.828, 0
17000, 1.341, 59793, 44588.367, 0
17000, 1.452, 59793, 41179.750, 0
17000, 1.400, 59793, 42709.285, 0
17000, 1.378, 59793, 43391.145, 0
17000, 1.336, 59793, 44755.242, 0
17000, 0.713, 59793, 83861.148, 0
17000, 1.393, 59793, 42923.906, 0
17000, 1.434, 59793, 41696.652, 0
17000, 1.190, 59793, 50246.215, 0
17000, 0.824, 59793, 72564.320, 0
17000, 1.391, 59793, 42985.621, 0
17000, 1.264, 59793, 47304.586, 0
17000, 1.320, 59793, 45297.727, 0
18000, 1.240, 59793, 48220.160, 0
18000, 1.403, 59793, 42617.961, 0
18000, 1.438, 59793, 41580.668, 0
18000, 1.384, 59793, 43203.035, 0
18000, 1.331, 59793, 44923.367, 0
18000, 1.461, 59793, 40926.078, 0
18000, 1.268, 59793, 47155.363, 0
18000, 1.414, 59793, 42286.422, 0
18000, 1.261, 59793, 47417.129, 0
18000, 1.316, 59793, 45435.410, 0
18000, 0.846, 59793, 70677.305, 0
18000, 0.912, 59793, 65562.500, 0
18000, 1.365, 59793, 43804.395, 0
18000, 1.406, 59793, 42527.027, 0
18000, 1.377, 59793, 43422.660, 0
18000, 1.363, 59793, 43868.672, 0
18000, 1.346, 59793, 44422.734, 0
18000, 0.852, 59793, 70179.578, 0
18000, 1.401, 59793, 42678.801, 0
18000, 1.453, 59793, 41151.414, 0
19000, 0.937, 59793, 63813.234, 0
19000, 1.291, 59793, 46315.258, 0
19000, 1.351, 59793, 44258.328, 0
19000, 0.853, 59793, 70097.305, 0
19000, 1.438, 59793, 41580.668, 0
19000, 1.551, 59793, 38551.258, 0
19000, 1.228, 59793, 48691.367, 0
19000, 1.424, 59793, 41989.465, 0
19000, 1.385, 59793, 43171.840, 0
19000, 1.446, 59793, 41350.621, 0
19000, 1.463, 59793, 40870.129, 0
19000, 1.264, 59793, 47304.586, 0
19000, 1.401, 59793, 42678.801, 0
19000, 1.439, 59793, 41551.773, 0
19000, 0.473, 59793, 126412.266, 0
19000, 1.456, 59793, 41066.621, 0
19000, 1.498, 59793, 39915.219, 0
19000, 1.469, 59793, 40703.199, 0
19000, 1.456, 59793, 41066.621, 0
19000, 1.442, 59793, 41465.324, 0
20000, 0.851, 59793, 70262.047, 0
20000, 1.071, 59793, 55829.133, 0
20000, 1.030, 59793, 58051.457, 0
20000, 1.077, 59793, 55518.105, 0
20000, 1.168, 59793, 51192.637, 0
20000, 0.530, 59793, 112816.984, 0
20000, 1.214, 59793, 49252.883, 0
20000, 1.056, 59793, 56622.160, 0
20000, 1.093, 59793, 54705.395, 0
20000, 0.983, 59793, 60827.062, 0
20000, 1.089, 59793, 54906.336, 0
20000, 1.053, 59793, 56783.477, 0
20000, 1.157, 59793, 51679.344, 0
20000, 1.188, 59793, 50330.809, 0
20000, 1.149, 59793, 52039.164, 0
20000, 1.082, 59793, 55261.551, 0
20000, 1.477, 59793, 40482.734, 0
20000, 1.053, 59793, 56783.477, 0
20000, 0.835, 59793, 71608.383, 0
20000, 1.097, 59793, 54505.926, 0
21000, 1.145, 59793, 52220.961, 0
21000, 1.080, 59793, 55363.887, 0
21000, 0.835, 59793, 71608.383, 0
21000, 1.078, 59793, 55466.609, 0
21000, 1.091, 59793, 54805.684, 0
21000, 1.212, 59793, 49334.156, 0
21000, 0.771, 59793, 77552.523, 0
21000, 0.231, 59793, 258844.156, 0
21000, 1.093, 59793, 54705.395, 0
21000, 1.070, 59793, 55881.305, 0
21000, 1.072, 59793, 55777.051, 0
21000, 1.123, 59793, 53243.988, 0
21000, 1.190, 59793, 50246.215, 0
21000, 1.008, 59793, 59318.453, 0
21000, 0.957, 59793, 62479.621, 0
21000, 0.743, 59793, 80475.102, 0
21000, 1.002, 59793, 59673.652, 0
21000, 1.124, 59793, 53196.621, 0
21000, 1.129, 59793, 52961.031, 0
21000, 1.144, 59793, 52266.605, 0
22000, 1.004, 59793, 59554.785, 0
22000, 1.068, 59793, 55985.957, 0
22000, 1.158, 59793, 51634.715, 0
22000, 1.150, 59793, 51993.914, 0
22000, 1.071, 59793, 55829.133, 0
22000, 1.125, 59793, 53149.332, 0
22000, 1.059, 59793, 56461.754, 0
22000, 0.748, 59793, 79937.164, 0
22000, 0.776, 59793, 77052.836, 0
22000, 1.070, 59793, 55881.305, 0
22000, 1.088, 59793, 54956.797, 0
22000, 1.184, 59793, 50500.844, 0
22000, 1.088, 59793, 54956.797, 0
22000, 1.089, 59793, 54906.336, 0
22000, 1.100, 59793, 54357.273, 0
22000, 1.117, 59793, 53529.992, 0
22000, 1.117, 59793, 53529.992, 0
22000, 1.075, 59793, 55621.395, 0
