5000, 1.006, 59793, 59436.379, 89
5000, 6.684, 59793, 8945.691, 39
5000, 3.803, 59793, 15722.588, 59
5000, 7.286, 59793, 8206.561, 59
5000, 7.555, 59793, 7914.361, 96
5000, 5.774, 59793, 10355.560, 61
5000, 4.086, 59793, 14633.627, 128
5000, 6.003, 59793, 9960.521, 64
5000, 3.759, 59793, 15906.624, 96
5000, 6.839, 59793, 8742.944, 84
5000, 4.550, 59793, 13141.318, 59
5000, 11.756, 59793, 5086.169, 96
5000, 6.924, 59793, 8635.615, 90
5000, 7.255, 59793, 8241.626, 58
5000, 3.587, 59793, 16669.361, 112
5000, 4.168, 59793, 14345.729, 56
5000, 8.050, 59793, 7427.702, 74
5000, 10.671, 59793, 5603.318, 68
5000, 3.178, 59793, 18814.664, 58
5000, 4.023, 59793, 14862.790, 66
10000, 4.270, 59793, 14003.045, 16
10000, 4.353, 59793, 13736.044, 28
10000, 5.263, 59793, 11361.011, 47
10000, 3.438, 59793, 17391.797, 105
10000, 2.027, 59793, 29498.273, 22
10000, 2.235, 59793, 26753.021, 7
10000, 5.636, 59793, 10609.120, 33
10000, 8.228, 59793, 7267.015, 26
10000, 8.207, 59793, 7285.610, 84
10000, 6.646, 59793, 8996.840, 26
10000, 5.728, 59793, 10438.722, 22
10000, 5.180, 59793, 11543.051, 66
10000, 4.431, 59793, 13494.244, 32
10000, 3.466, 59793, 17251.299, 34
10000, 6.210, 59793, 9628.502, 39
10000, 2.575, 59793, 23220.582, 29
10000, 7.985, 59793, 7488.165, 111
10000, 6.517, 59793, 9174.927, 47
10000, 8.167, 59793, 7321.293, 50
10000, 5.174, 59793, 11556.437, 24
15000, 2.880, 59793, 20761.457, 12
15000, 9.085, 59793, 6581.508, 53
15000, 7.018, 59793, 8519.948, 27
15000, 1.809, 59793, 33053.066, 16
15000, 4.621, 59793, 12939.407, 23
15000, 3.933, 59793, 15202.898, 9
15000, 3.747, 59793, 15957.566, 9
15000, 4.266, 59793, 14016.175, 28
15000, 2.885, 59793, 20725.477, 5
15000, 4.145, 59793, 14425.332, 22
15000, 2.678, 59793, 22327.484, 32
15000, 3.026, 59793, 19759.748, 30
15000, 1.820, 59793, 32853.297, 16
15000, 2.883, 59793, 20739.855, 27
