20000, 0.807, 59793, 74092.938, 0
20000, 1.073, 59793, 55725.074, 0
20000, 1.658, 59793, 36063.328, 2
20000, 1.337, 59793, 44721.766, 8
20000, 1.680, 59793, 35591.074, 2
20000, 2.553, 59793, 23420.682, 4
20000, 1.423, 59793, 42018.977, 2
20000, 1.029, 59793, 58107.871, 2
20000, 1.172, 59793, 51017.914, 5
20000, 3.007, 59793, 19884.604, 6
20000, 1.786, 59793, 33478.723, 2
20000, 1.352, 59793, 44225.590, 1
25000, 3.158, 59793, 18933.818, 8
25000, 1.447, 59793, 41322.043, 1
25000, 1.369, 59793, 43676.406, 1
25000, 2.654, 59793, 22529.389, 5
25000, 1.714, 59793, 34885.062, 2
25000, 1.146, 59793, 52175.391, 1
25000, 1.473, 59793, 40592.668, 1
25000, 1.392, 59793, 42954.742, 1
25000, 0.889, 59793, 67258.719, 1
25000, 1.087, 59793, 55007.359, 0
25000, 1.040, 59793, 57493.270, 0
25000, 0.942, 59793, 63474.523, 2
25000, 1.123, 59793, 53243.988, 3
25000, 0.760, 59793, 78675.000, 0
25000, 1.127, 59793, 53055.016, 0
25000, 1.306, 59793, 45783.309, 1
25000, 0.978, 59793, 61138.039, 5
25000, 0.733, 59793, 81572.992, 0
25000, 1.047, 59793, 57108.879, 0
25000, 1.719, 59793, 34783.594, 2
30000, 1.147, 59793, 52129.906, 1
30000, 1.359, 59793, 43997.793, 1
30000, 2.541, 59793, 23531.287, 4
30000, 0.733, 59793, 81572.992, 0
30000, 1.740, 59793, 34363.793, 2
30000, 2.706, 59793, 22096.451, 5
30000, 1.336, 59793, 44755.242, 1
30000, 1.509, 59793, 39624.258, 3
30000, 0.730, 59793, 81908.219, 0
30000, 0.937, 59793, 63813.234, 0
30000, 0.952, 59793, 62807.773, 2
30000, 1.160, 59793, 51545.691, 0
30000, 1.117, 59793, 53529.992, 1
30000, 0.684, 59793, 87416.664, 1
30000, 1.295, 59793, 46172.203, 1
30000, 1.488, 59793, 40183.465, 2
30000, 1.042, 59793, 57382.914, 4
30000, 4.442, 59793, 13460.829, 11
30000, 0.284, 59793, 210538.719, 1
30000, 0.728, 59793, 82133.242, 0
35000, 0.436, 59793, 137139.906, 5
35000, 1.209, 59793, 49456.574, 1
35000, 1.300, 59793, 45994.617, 1
35000, 0.888, 59793, 67334.461, 2
35000, 1.696, 59793, 35255.309, 2
35000, 1.002, 59793, 59673.652, 0
35000, 1.058, 59793, 56515.125, 0
35000, 1.168, 59793, 51192.637, 0
35000, 1.397, 59793, 42801.004, 3
35000, 0.787, 59793, 75975.859, 1
35000, 1.013, 59793, 59025.664, 0
35000, 2.630, 59793, 22734.980, 6
35000, 1.684, 59793, 35506.531, 2
35000, 1.104, 59793, 54160.328, 0
35000, 0.737, 59793, 81130.258, 0
35000, 0.900, 59793, 66436.672, 0
35000, 2.378, 59793, 25144.238, 5
35000, 2.452, 59793, 24385.400, 4
35000, 2.392, 59793, 24997.074, 4
35000, 1.784, 59793, 33516.254, 3
40000, 1.857, 59793, 32198.707, 5
40000, 1.323, 59793, 45195.012, 1
40000, 1.076, 59793, 55569.703, 0
40000, 1.195, 59793, 50035.980, 0
40000, 2.766, 59793, 21617.137, 6
40000, 1.038, 59793, 57604.047, 3
40000, 1.474, 59793, 40565.129, 1
40000, 0.967, 59793, 61833.504, 2
40000, 2.088, 59793, 28636.494, 3
40000, 0.871, 59793, 68648.680, 0
40000, 1.376, 59793, 43454.215, 11
40000, 1.044, 59793, 57272.988, 0
40000, 1.085, 59793, 55108.754, 0
40000, 2.403, 59793, 24882.645, 4
40000, 0.920, 59793, 64992.391, 0
40000, 0.806, 59793, 74184.867, 1
40000, 1.047, 59793, 57108.879, 0
40000, 1.036, 59793, 57715.250, 0
40000, 1.239, 59793, 48259.082, 1
40000, 2.426, 59793, 24646.742, 4
45000, 1.156, 59793, 51724.047, 2
45000, 1.269, 59793, 47118.203, 1
45000, 3.537, 59793, 16905.004, 9
45000, 1.395, 59793, 42862.367, 1
45000, 1.092, 59793, 54755.492, 0
45000, 2.640, 59793, 22648.863, 5
45000, 2.109, 59793, 28351.352, 3
45000, 1.412, 59793, 42346.320, 1
45000, 2.120, 59793, 28204.246, 3
45000, 1.605, 59793, 37254.207, 2
45000, 1.006, 59793, 59436.379, 0
45000, 1.709, 59793, 34987.129, 2
45000, 1.009, 59793, 59259.668, 0
45000, 2.677, 59793, 22335.824, 5
45000, 1.077, 59793, 55518.105, 2
45000, 1.061, 59793, 56355.324, 0
45000, 1.316, 59793, 45435.410, 1
45000, 1.724, 59793, 34682.715, 2
45000, 1.217, 59793, 49131.469, 0
45000, 1.731, 59793, 34542.461, 3
50000, 1.718, 59793, 34803.840, 2
50000, 1.225, 59793, 48810.609, 1
50000, 1.417, 59793, 42196.895, 1
50000, 1.875, 59793, 31889.600, 2
50000, 1.446, 59793, 41350.621, 1
50000, 0.994, 59793, 60153.922, 6
50000, 1.231, 59793, 48572.707, 6
50000, 1.313, 59793, 45539.223, 1
50000, 0.584, 59793, 102385.273, 1
50000, 0.894, 59793, 66882.555, 0
50000, 2.540, 59793, 23540.551, 5
50000, 1.247, 59793, 47949.480, 6
50000, 1.981, 59793, 30183.242, 3
50000, 0.898, 59793, 66584.633, 2
50000, 1.596, 59793, 37464.285, 2
50000, 1.028, 59793, 58164.398, 0
50000, 1.958, 59793, 30537.795, 7
50000, 3.510, 59793, 17035.043, 8
50000, 1.363, 59793, 43868.672, 1
50000, 1.084, 59793, 55159.594, 3
55000, 1.979, 59793, 30213.744, 3
55000, 1.794, 59793, 33329.430, 2
55000, 0.897, 59793, 66658.859, 3
55000, 1.812, 59793, 32998.344, 2
55000, 0.749, 59793, 79830.438, 0
55000, 0.998, 59793, 59912.824, 0
55000, 2.659, 59793, 22487.025, 5
55000, 1.277, 59793, 46823.023, 2
55000, 1.029, 59793, 58107.871, 0
55000, 0.955, 59793, 62610.473, 3
55000, 1.689, 59793, 35401.422, 2
55000, 1.453, 59793, 41151.414, 1
55000, 1.108, 59793, 53964.801, 0
55000, 0.780, 59793, 76657.695, 0
55000, 1.302, 59793, 45923.961, 1
55000, 0.766, 59793, 78058.750, 0
55000, 1.862, 59793, 32112.244, 2
55000, 1.834, 59793, 32602.508, 3
55000, 1.164, 59793, 51368.555, 4
55000, 1.184, 59793, 50500.844, 0
60000, 1.811, 59793, 33016.566, 3
60000, 0.679, 59793, 88060.383, 0
60000, 0.842, 59793, 71013.062, 0
60000, 1.116, 59793, 53577.953, 1
60000, 0.720, 59793, 83045.828, 0
60000, 0.809, 59793, 73909.766, 0
60000, 1.903, 59793, 31420.389, 4
60000, 0.707, 59793, 84572.844, 0
60000, 3.118, 59793, 19176.715, 6
60000, 0.528, 59793, 113244.320, 0
60000, 1.091, 59793, 54805.684, 1
60000, 0.792, 59793, 75496.211, 0
60000, 2.109, 59793, 28351.352, 4
60000, 0.771, 59793, 77552.523, 0
60000, 0.765, 59793, 78160.789, 0
60000, 1.167, 59793, 51236.500, 1
60000, 0.722, 59793, 82815.789, 0
60000, 1.510, 59793, 39598.012, 2
60000, 0.739, 59793, 80910.688, 0
60000, 0.727, 59793, 82246.219, 0
