5000, 0.246, 59793, 243060.969, 1
5000, 3.187, 59793, 18761.531, 2
5000, 1.277, 59793, 46823.023, 3
5000, 2.631, 59793, 22726.340, 0
5000, 3.363, 59793, 17779.662, 2
5000, 1.123, 59793, 53243.988, 0
5000, 1.106, 59793, 54062.391, 0
5000, 3.346, 59793, 17869.994, 2
5000, 1.164, 59793, 51368.555, 2
5000, 2.422, 59793, 24687.449, 0
5000, 2.219, 59793, 26945.920, 2
5000, 3.127, 59793, 19121.521, 1
5000, 2.781, 59793, 21500.541, 0
5000, 2.914, 59793, 20519.217, 0
5000, 2.159, 59793, 27694.768, 0
5000, 2.391, 59793, 25007.527, 0
5000, 1.143, 59793, 52312.336, 2
5000, 1.163, 59793, 51412.727, 0
5000, 3.134, 59793, 19078.812, 1
5000, 3.356, 59793, 17816.746, 2
10000, 1.775, 59793, 33686.199, 0
10000, 1.256, 59793, 47605.891, 1
10000, 1.593, 59793, 37534.840, 0
10000, 1.000, 59793, 59793.000, 0
10000, 0.895, 59793, 66807.820, 0
10000, 1.982, 59793, 30168.012, 1
10000, 1.270, 59793, 47081.102, 0
10000, 1.979, 59793, 30213.744, 1
10000, 0.856, 59793, 69851.633, 0
10000, 1.317, 59793, 45400.910, 0
10000, 2.053, 59793, 29124.695, 1
10000, 1.626, 59793, 36773.062, 0
10000, 2.011, 59793, 29732.971, 1
10000, 1.564, 59793, 38230.816, 0
10000, 1.509, 59793, 39624.258, 0
10000, 1.663, 59793, 35954.902, 0
10000, 0.481, 59793, 124309.773, 0
10000, 1.650, 59793, 36238.184, 1
10000, 1.737, 59793, 34423.145, 0
10000, 0.912, 59793, 65562.500, 0
15000, 1.487, 59793, 40210.492, 1
15000, 1.546, 59793, 38675.938, 1
15000, 1.317, 59793, 45400.910, 0
15000, 0.956, 59793, 62544.980, 0
15000, 1.410, 59793, 42406.383, 0
15000, 1.363, 59793, 43868.672, 0
15000, 0.880, 59793, 67946.594, 0
15000, 1.456, 59793, 41066.621, 2
15000, 0.893, 59793, 66957.445, 0
15000, 1.602, 59793, 37323.969, 1
15000, 1.056, 59793, 56622.160, 1
15000, 1.005, 59793, 59495.523, 2
15000, 1.943, 59793, 30773.547, 2
15000, 1.397, 59793, 42801.004, 1
15000, 0.832, 59793, 71866.586, 0
15000, 1.366, 59793, 43772.324, 0
15000, 1.339, 59793, 44654.969, 0
15000, 0.897, 59793, 66658.859, 0
15000, 0.943, 59793, 63407.211, 1
15000, 1.249, 59793, 47872.699, 0
